id,title,authors,citation_issue,pdf_filename,published_at,slug,type,url
1039,C. Hartley Grattan Remembered,J. J. Healy,17.3,c-hartley-grattan-remembered-j-j-healy-17-3.pdf,1996-05-01,c-hartley-grattan-remembered,essay,https://www.australianliterarystudies.com.au/articles/c-hartley-grattan-remembered
1040,Review by Cliff Hanna,Cliff Hanna,13.1,review-by-cliff-hanna-13-1.pdf,1987-05-01,review-by-cliff-hanna12,review,https://www.australianliterarystudies.com.au/articles/review-by-cliff-hanna12
1041,"Blue Corner and Red Corner, Metropolis and Province : Literature and Education in Contemporary Australia",Richard Lansdown,28.1/2,blue-corner-and-red-richard-lansdown-28-1-2.pdf,2013-06-01,blue-corner-and-red-corner-metropolis-and-province-literature-and-education-in-contemporary-australia,essay,https://www.australianliterarystudies.com.au/articles/blue-corner-and-red-corner-metropolis-and-province-literature-and-education-in-contemporary-australia
1042,Walk on the Wild Side : Literature in the Time of Choleric,Susan K. Martin,28.1/2,walk-on-the-wild-susan-k-martin-28-1-2.pdf,2013-06-01,walk-on-the-wild-side-literature-in-the-time-of-choleric,essay,https://www.australianliterarystudies.com.au/articles/walk-on-the-wild-side-literature-in-the-time-of-choleric
1043,Towards an Aesthetics of Australian Women’s Fiction: ‘My Brilliant Career’ and ‘The Getting of Wisdom’,Delys Bird,11.2,towards-an-aesthetics-of-delys-bird-11-2.pdf,1983-10-01,towards-an-aesthetics-of-australian-womens-fiction-my-brilliant-career-and-the-getting-of-wisdom,essay,https://www.australianliterarystudies.com.au/articles/towards-an-aesthetics-of-australian-womens-fiction-my-brilliant-career-and-the-getting-of-wisdom
1044,Shirley Hazzard : Dislocation and Continuity,Robert Sellick,9.2,shirley-hazzard-dislocation-robert-sellick-9-2.pdf,1979-10-01,shirley-hazzard-dislocation-and-continuity,essay,https://www.australianliterarystudies.com.au/articles/shirley-hazzard-dislocation-and-continuity
1045,"Review of *Australian Literary Manuscripts in North American Libraries: A Guide*, *Australian Autobiographical Narratives: An Annotated Bibliography*, *Black Australian Literature: A Bibliography of Fiction, Poetry, Drama, Oral Traditions and Non-Fiction, Including Critical Commentary, 1900-91*",Chris Tiffin,19.2,review-by-chris-tiffin-19-2.pdf,1999-10-01,review-by-chris-tiffin123,review,https://www.australianliterarystudies.com.au/articles/review-by-chris-tiffin123
1046,Self-Propagation and Self-Dissolution : The Paradox of Patrick White’s Flaws in the Glass,Gregory Graham-Smith,28.3,self-propagation-and-self-dissolution-gregory-graham-smith-28-3.pdf,2013-10-01,self-propagation-and-self-dissolution-the-paradox-of-patrick-whites-flaws-in-the-glass,essay,https://www.australianliterarystudies.com.au/articles/self-propagation-and-self-dissolution-the-paradox-of-patrick-whites-flaws-in-the-glass
1047,Unspoken Thoughts : A Reassessment of Ada Cambridge,Margaret Bradstock,14.1,unspoken-thoughts-a-margaret-bradstock-14-1.pdf,1989-05-01,unspoken-thoughts-a-reassessment-of-ada-cambridge,essay,https://www.australianliterarystudies.com.au/articles/unspoken-thoughts-a-reassessment-of-ada-cambridge
1048,Reminiscences of Kenneth Seaforth Mackenzie and E.L. Grant Watson,R. F. Dossetor,13.1,reminiscences-of-kenneth-seaforth-r-f-dossetor-13-1.pdf,1987-05-01,reminiscences-of-kenneth-seaforth-mackenzie-and-el-grant-watson,essay,https://www.australianliterarystudies.com.au/articles/reminiscences-of-kenneth-seaforth-mackenzie-and-el-grant-watson
1049,Assimilation or Appropriation : Uses of European Literary Forms in Black Australian Writing,Ivor Indyk,15.4,assimilation-or-appropriation-ivor-indyk-15-4.pdf,1992-10-01,assimilation-or-appropriation-uses-of-european-literary-forms-in-black-australian-writing,essay,https://www.australianliterarystudies.com.au/articles/assimilation-or-appropriation-uses-of-european-literary-forms-in-black-australian-writing
1050,Excavating a Bonanza : Sarah Campion,Elizabeth Lawson,21.3,excavating-a-bonanza-elizabeth-lawson-21-3.pdf,2004-05-01,excavating-a-bonanza-sarah-campion,essay,https://www.australianliterarystudies.com.au/articles/excavating-a-bonanza-sarah-campion
1051,The Short Story Cycles of Frank Moorhouse,Gay Raines,14.4,the-short-story-cycles-gay-raines-14-4.pdf,1990-10-01,the-short-story-cycles-of-frank-moorhouse,essay,https://www.australianliterarystudies.com.au/articles/the-short-story-cycles-of-frank-moorhouse
1052,G.A.S. in Australia : Hot Air Down-Under?,Judy McKenzie,15.4,gas-in-australia-judy-mckenzie-15-4.pdf,1992-10-01,gas-in-australia-hot-air-down-under,essay,https://www.australianliterarystudies.com.au/articles/gas-in-australia-hot-air-down-under
1053,Patrick White’s ‘A Fringe of Leaves’ : History and Fiction,Jill Ward,8.4,patrick-whites-a-fringe-jill-ward-8-4.pdf,1978-10-01,patrick-whites-a-fringe-of-leaves-history-and-fiction,essay,https://www.australianliterarystudies.com.au/articles/patrick-whites-a-fringe-of-leaves-history-and-fiction
1054,Exploring Aesthetics : The Picturesque Appropriation of Land in Journals of Australian Exploration,Simon Ryan,15.4,exploring-aesthetics-the-simon-ryan-15-4.pdf,1992-10-01,exploring-aesthetics-the-picturesque-appropriation-of-land-in-journals-of-australian-exploration,essay,https://www.australianliterarystudies.com.au/articles/exploring-aesthetics-the-picturesque-appropriation-of-land-in-journals-of-australian-exploration
1055,"Xavier Herbert, Journalist?",Frances De Groen,16.1,xavier-herbert-journalist-frances-de-groen-16-1.pdf,1993-05-01,xavier-herbert-journalist,essay,https://www.australianliterarystudies.com.au/articles/xavier-herbert-journalist
1056,Reviewing Communism : Communist Review (Sydney) 1934-1966 : A Checklist of Literary Material,David Carter,12.1,reviewing-communism-communist-david-carter-12-1.pdf,1985-05-01,reviewing-communism-communist-review-sydney-1934-1966-a-checklist-of-literary-material,essay,https://www.australianliterarystudies.com.au/articles/reviewing-communism-communist-review-sydney-1934-1966-a-checklist-of-literary-material
1057,"Proserpina and Pluto, Ariadne and Bacchus : Myth in Patrick White’s ‘Dead Roses’",Timothy G.A. Nelson,10.1,proserpina-and-pluto-ariadne-timothy-ga-nelson-10-1.pdf,1981-05-01,proserpina-and-pluto-ariadne-and-bacchus-myth-in-patrick-whites-dead-roses,essay,https://www.australianliterarystudies.com.au/articles/proserpina-and-pluto-ariadne-and-bacchus-myth-in-patrick-whites-dead-roses
1058,Truth beyond the Language Game : The Poetry of Gwen Harwood,Norman Talbot,7.3,truth-beyond-the-language-norman-talbot-7-3.pdf,1976-05-01,truth-beyond-the-language-game-the-poetry-of-gwen-harwood,essay,https://www.australianliterarystudies.com.au/articles/truth-beyond-the-language-game-the-poetry-of-gwen-harwood
1059,R.D. FitzGerald - A Profile,Graeme Kinross-Smith,7.3,rd-fitzgerald-a-graeme-kinross-smith-7-3.pdf,1976-05-01,rd-fitzgerald-a-profile,essay,https://www.australianliterarystudies.com.au/articles/rd-fitzgerald-a-profile
1060,Review by Terry Sturm,Terry Sturm,7.3,review-by-terry-sturm-7-3.pdf,1976-05-01,review-by-terry-sturm123,review,https://www.australianliterarystudies.com.au/articles/review-by-terry-sturm123
1061,Review by Brian Elliott,Brian Elliott,7.3,review-by-brian-elliott-7-3.pdf,1976-05-01,review-by-brian-elliott123456789,review,https://www.australianliterarystudies.com.au/articles/review-by-brian-elliott123456789
1062,Review by Brian Elliott,Brian Elliott,7.3,review-by-brian-elliott-7-3.pdf,1976-05-01,review-by-brian-elliott12345678910,review,https://www.australianliterarystudies.com.au/articles/review-by-brian-elliott12345678910
1063,Annual Bibliography of Studies in Australian Literature : 1975,Marianne Ehrhardt,7.3,annual-bibliography-of-studies-7-3.pdf,1976-05-01,annual-bibliography-of-studies-in-australian-literature-1975,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-1975
1064,‘Ralph Rashleigh’ : A Convict Dream,Laurie Hergenhan,7.3,ralph-rashleigh-a-laurie-hergenhan-7-3.pdf,1976-05-01,ralph-rashleigh-a-convict-dream,essay,https://www.australianliterarystudies.com.au/articles/ralph-rashleigh-a-convict-dream
1065,The Family Face : Martin Boyd’s Art of Memoir,Warwick Gould,7.3,the-family-face-warwick-gould-7-3.pdf,1976-05-01,the-family-face-martin-boyds-art-of-memoir,essay,https://www.australianliterarystudies.com.au/articles/the-family-face-martin-boyds-art-of-memoir
1066,Leonard Mann: A Profile,Graeme Kinross-Smith,7.3,leonard-mann-a-profile-graeme-kinross-smith-7-3.pdf,1976-05-01,leonard-mann-a-profile,essay,https://www.australianliterarystudies.com.au/articles/leonard-mann-a-profile
1067,Second Thoughts on the Langton Novels : Martin Boyd’s Revisions,Brenda Niall,7.3,second-thoughts-on-the-brenda-niall-7-3.pdf,1976-05-01,second-thoughts-on-the-langton-novels-martin-boyds-revisions,essay,https://www.australianliterarystudies.com.au/articles/second-thoughts-on-the-langton-novels-martin-boyds-revisions
1068,"‘The Literary News’, 1882-1883",Leonie Kramer,7.3,the-literary-news-1882-1883-leonie-kramer-7-3.pdf,1976-05-01,the-literary-news-1882-1883,essay,https://www.australianliterarystudies.com.au/articles/the-literary-news-1882-1883
1069,Correspondence,Clement Semmler,7.3,correspondence-clement-semmler-7-3.pdf,1976-05-01,correspondence1234,essay,https://www.australianliterarystudies.com.au/articles/correspondence1234
1070,Review by Brian Kiernan,Brian Kiernan,7.3,review-by-brian-kiernan-7-3.pdf,1976-05-01,review-by-brian-kiernan1234,review,https://www.australianliterarystudies.com.au/articles/review-by-brian-kiernan1234
1071,Review by Terry Sturm,Terry Sturm,7.3,review-by-terry-sturm-7-3.pdf,1976-05-01,review-by-terry-sturm1234,review,https://www.australianliterarystudies.com.au/articles/review-by-terry-sturm1234
1072,Research in Progress in Australian Literature [1983],"",11.2,research-in-progress-in-11-2.pdf,1983-10-01,research-in-progress-in-australian-literature-1983,essay,https://www.australianliterarystudies.com.au/articles/research-in-progress-in-australian-literature-1983
1073,Editors and Poets : Poetry in Australia 1931-1981,John Blight,10.3,editors-and-poets-john-blight-10-3.pdf,1982-05-01,editors-and-poets-poetry-in-australia-1931-1981,essay,https://www.australianliterarystudies.com.au/articles/editors-and-poets-poetry-in-australia-1931-1981
1074,‘His Grief Is the Plague’ : Poetry of Loss and the Risk of Losing One’s Readers,Michael Jacklin,28.4,his-grief-is-the-michael-jacklin-28-4.pdf,2013-11-01,his-grief-is-the-plague-poetry-of-loss-and-the-risk-of-losing-ones-readers,essay,https://www.australianliterarystudies.com.au/articles/his-grief-is-the-plague-poetry-of-loss-and-the-risk-of-losing-ones-readers
1075,Kenneth Leslie Goodwin,Chris Tiffin,28.4,kenneth-leslie-goodwin-chris-tiffin-28-4.pdf,2013-11-01,kenneth-leslie-goodwin,essay,https://www.australianliterarystudies.com.au/articles/kenneth-leslie-goodwin
1076,"Ideas about the Thing, Not the Thing Itself : Impact and Other Abstractions and the Politics of Research Performance Measurement",Guy Redden,28.4,ideas-about-the-thing-guy-redden-28-4.pdf,2013-11-01,ideas-about-the-thing-not-the-thing-itself-impact-and-other-abstractions-and-the-politics-of-research-performance-measurement,essay,https://www.australianliterarystudies.com.au/articles/ideas-about-the-thing-not-the-thing-itself-impact-and-other-abstractions-and-the-politics-of-research-performance-measurement
1077,"Displaced Selves in Contemporary Fiction, or the Art of Literary Activism",Tony Simoes Da Silva,28.4,displaced-selves-in-contemporary-antonio-jose-simoes-da-silva-28-4.pdf,2013-11-01,displaced-selves-in-contemporary-fiction-or-the-art-of-literary-activism,essay,https://www.australianliterarystudies.com.au/articles/displaced-selves-in-contemporary-fiction-or-the-art-of-literary-activism
1078,The Impact of Literature,"Louise D'Arcens, Leigh Dale",28.4,the-impact-of-literature-leigh-dale-louise-darcens-28-4.pdf,2013-11-01,the-impact-of-literature,essay,https://www.australianliterarystudies.com.au/articles/the-impact-of-literature
1079,Indigenous Literature and the Extractive Industries,Philip Mead,28.4,indigenous-literature-and-the-philip-mead-28-4.pdf,2013-11-01,indigenous-literature-and-the-extractive-industries,essay,https://www.australianliterarystudies.com.au/articles/indigenous-literature-and-the-extractive-industries
1080,Research in Progress in Australian Literature [1977],"",8.2,research-in-progress-in-8-2.pdf,1977-10-01,research-in-progress-in-australian-literature-1977,essay,https://www.australianliterarystudies.com.au/articles/research-in-progress-in-australian-literature-1977
1081,Fred J. Broomfield : research assistant extraordinaire,Ann-Mari Jordens,9.4,fred-j-broomfield-ann-mari-jordens-9-4.pdf,1980-10-01,fred-j-broomfield-research-assistant-extraordinaire,essay,https://www.australianliterarystudies.com.au/articles/fred-j-broomfield-research-assistant-extraordinaire
1082,Christina Stead : A Checklist,Marianne Ehrhardt,9.4,christina-stead-a-marianne-ehrhardt-9-4.pdf,1980-10-01,christina-stead-a-checklist,essay,https://www.australianliterarystudies.com.au/articles/christina-stead-a-checklist
1083,Review by S. E. Lee,S. E. Lee,9.4,review-by-s-e-lee-9-4.pdf,1980-10-01,review-by-s-e-lee,review,https://www.australianliterarystudies.com.au/articles/review-by-s-e-lee
1084,Small Presses and Little Magazines in the 1970s,Michael Wilding,9.4,small-presses-and-little-michael-wilding-9-4.pdf,1980-10-01,small-presses-and-little-magazines-in-the-1970s,essay,https://www.australianliterarystudies.com.au/articles/small-presses-and-little-magazines-in-the-1970s
1085,Review by Cecil Hadgraft,Cecil Hadgraft,9.4,review-by-cecil-hadgraft-9-4.pdf,1980-10-01,review-by-cecil-hadgraft123456,review,https://www.australianliterarystudies.com.au/articles/review-by-cecil-hadgraft123456
1086,Review by Terry Sturm,Terry Sturm,9.4,review-by-terry-sturm-9-4.pdf,1980-10-01,review-by-terry-sturm12345,review,https://www.australianliterarystudies.com.au/articles/review-by-terry-sturm12345
1087,Review by Brian Elliott,Brian Elliott,9.4,review-by-brian-elliott-9-4.pdf,1980-10-01,review-by-brian-elliott1234567891011,review,https://www.australianliterarystudies.com.au/articles/review-by-brian-elliott1234567891011
1088,Review by Brian Kiernan,Brian Kiernan,9.4,review-by-brian-kiernan-9-4.pdf,1980-10-01,review-by-brian-kiernan12345,review,https://www.australianliterarystudies.com.au/articles/review-by-brian-kiernan12345
1089,Judith Wright’s Delicate Balance,David Dowling,9.4,judith-wrights-delicate-balance-david-dowling-9-4.pdf,1980-10-01,judith-wrights-delicate-balance,essay,https://www.australianliterarystudies.com.au/articles/judith-wrights-delicate-balance
1090,"Review of *A Long and Winding Road: Xavier Herbert's Literary Journey*, by Sean Monahan",Harry Payne Heseltine,21.3,review-by-harry-payne-heseltine-21-3.pdf,2004-05-01,review-by-harry-payne-heseltine1234,review,https://www.australianliterarystudies.com.au/articles/review-by-harry-payne-heseltine1234
1091,"Review of *Prosthetic Gods: Travel, Representation and Colonial Governance*, by Robert Dixon",Lindsay Barrett,21.3,review-by-lindsay-barrett-21-3.pdf,2004-05-01,review-by-lindsay-barrett,review,https://www.australianliterarystudies.com.au/articles/review-by-lindsay-barrett
1092,"Review of *Transgressive Itineraries: Postcolonial Hybridizations of Dramatic Realism*, by Marc Maufort.",Veronica Kelly,21.3,review-by-veronica-kelly-21-3.pdf,2004-05-01,review-by-veronica-kelly123,review,https://www.australianliterarystudies.com.au/articles/review-by-veronica-kelly123
1093,"Review of *Against the Grain: Beverley Farmer 's Writing*, by Lyn Jacobs",Bronwen Levy,21.3,review-by-bronwen-levy-21-3.pdf,2004-05-01,review-by-bronwen-levy,review,https://www.australianliterarystudies.com.au/articles/review-by-bronwen-levy
1094,"Review of *Reading Race: Aboriginality in Australian Children's Literature*, by Clare Bradford.",Sharyn Pearce,21.3,review-by-sharyn-pearce-21-3.pdf,2004-05-01,review-by-sharyn-pearce,review,https://www.australianliterarystudies.com.au/articles/review-by-sharyn-pearce
1095,"‘Scorched Earth’, Washington and the Missing Manuscript of Christina Stead’s I’m Dying Laughing",Anne Pender,21.3,scorched-earth-washington-and-anne-pender-21-3.pdf,2004-05-01,scorched-earth-washington-and-the-missing-manuscript-of-christina-steads-im-dying-laughing,essay,https://www.australianliterarystudies.com.au/articles/scorched-earth-washington-and-the-missing-manuscript-of-christina-steads-im-dying-laughing
